Breed,Weight_kg
Flat-Coated Retriever,29.3
German Shepherd Dog,32.1
Rat Terrier,5.8
Beagle,12.8
Tibetan Terrier,10.6
Yorkshire Terrier,3.2
Chesapeake Bay Retriever,30.7
Golden Retriever,30.4
West Highland White Terrier,8.1
Old English Sheepdog,38.4
Anatolian Shepherd Dog,62.5
French Bulldog,12.7
Portuguese Water Dog,21.3
Border Collie,16.4
English Springer Spaniel,20.7
Chinese Shar-Pei,23.6
Belgian Malinois,23.6
Flat-Coated Retriever,28.7
Bernese Mountain Dog,42.0
Boston Terrier,7.8
Collie,28.5
Norwegian Elkhound,23.2
Beagle,9.0
Beagle,9.2
Irish Setter,29.5
Norwegian Elkhound,23.7
West Highland White Terrier,7.3
Siberian Husky,20.9
West Highland White Terrier,8.2
German Shepherd Dog,26.1
Anatolian Shepherd Dog,57.8
Poodle (Miniature),6.0
Poodle (Toy),2.2
Poodle (Miniature),5.5
Staffordshire Bull Terrier,15.9
Papillon,3.9
Shiba Inu,8.7
Cairn Terrier,6.1
Shih Tzu,5.3
Collie,29.1
Shetland Sheepdog,9.0
Norwegian Elkhound,24.2
German Shepherd Dog,32.0
Australian Shepherd,24.3
French Bulldog,12.7
Vizsla,24.2
Old English Sheepdog,35.9
Australian Cattle Dog,18.9
Labrador Retriever,35.0
Lhasa Apso,7.3
Bernese Mountain Dog,45.5
Golden Retriever,29.5
Doberman Pinscher,39.6
Siberian Husky,17.7
Airedale Terrier,24.5
Nova Scotia Duck Tolling Retriever,20.1
Miniature American Shepherd,12.2
Yorkshire Terrier,3.2
Russell Terrier,5.3
Standard Schnauzer,18.7
Border Collie,22.5
Miniature American Shepherd,14.7
Boxer,21.1
Beagle,8.8
Poodle (Standard),24.5
Doberman Pinscher,41.0
Cocker Spaniel,10.6
Nova Scotia Duck Tolling Retriever,21.4
Beagle,9.5
Cocker Spaniel,9.9
Weimaraner,33.6
Dogue de Bordeaux,47.4
Golden Retriever,29.1
Belgian Malinois,29.7
Brittany,16.3
Yorkshire Terrier,3.2
Chihuahua,2.7
Labrador Retriever,35.5
Dalmatian,24.7
Golden Retriever,28.8
Poodle (Toy),2.4
Australian Cattle Dog,17.6
Havanese,4.8
Leonberger,64.5
Maltese,3.2
Doberman Pinscher,36.7
Shetland Sheepdog,8.2
Boston Terrier,8.6
English Cocker Spaniel,13.5
Golden Retriever,28.7
Shetland Sheepdog,9.3
Chesapeake Bay Retriever,31.3
English Setter,27.5
Labrador Retriever,27.6
Yorkshire Terrier,3.2
Rhodesian Ridgeback,35.3
Miniature Schnauzer,6.3
Boxer,13.5
Labrador Retriever,30.2
Belgian Malinois,24.9
Keeshond,17.5
Poodle (Standard),25.6
Chesapeake Bay Retriever,30.2
Rottweiler,50.4
Labrador Retriever,33.7
Chinese Crested,4.1
Dalmatian,24.3
Pembroke Welsh Corgi,13.5
Boxer,19.6
Labrador Retriever,28.0
Boston Terrier,8.9
Bulldog,20.8
Golden Retriever,27.4
Bulldog,20.5
Rhodesian Ridgeback,35.4
Wirehaired Pointing Griffon,26.8
Whippet,15.9
Cardigan Welsh Corgi,14.7
Golden Retriever,29.9
German Shepherd Dog,31.0
Basset Hound,22.9
Poodle (Standard),25.1
Pembroke Welsh Corgi,13.1
Shetland Sheepdog,10.3
Poodle (Standard),24.6
Poodle (Toy),2.5
Poodle (Standard),24.3
Miniature Pinscher,4.1
Labrador Retriever,32.9
Greater Swiss Mountain Dog,57.7
Bulldog,20.4
Beagle,8.3
Papillon,3.4
Poodle (Toy),2.2
Bernese Mountain Dog,45.0
Boston Terrier,9.8
Havanese,4.0
Yorkshire Terrier,3.2
Bernese Mountain Dog,34.5
Samoyed,24.6
Beagle,9.6
Great Dane,66.0
Poodle (Toy),2.4
Akita,45.7
Golden Retriever,30.0
Shetland Sheepdog,9.4
Irish Setter,29.8
Bulldog,18.9
Bulldog,19.4
Cavalier King Charles Spaniel,6.8
Boston Terrier,8.8
Basenji,10.5
Great Pyrenees,40.8
Keeshond,17.9
German Shepherd Dog,30.6
Golden Retriever,29.7
Miniature Schnauzer,8.0
Bernese Mountain Dog,38.7
Shiba Inu,9.1
Bouvier des Flandres,44.8
Coton de Tulear,6.1
Cocker Spaniel,12.1
Mastiff,86.3
Maltese,3.2
Alaskan Malamute,38.1
German Shepherd Dog,32.1
Cardigan Welsh Corgi,15.0
Miniature American Shepherd,14.5
Pug,6.9
Shiba Inu,9.2
Poodle (Standard),27.0
Lhasa Apso,6.5
French Bulldog,12.7
Dachshund,8.6
Chihuahua,2.7
Cocker Spaniel,11.2
Rottweiler,49.2
Old English Sheepdog,37.1
Newfoundland,53.2
Yorkshire Terrier,3.2
Golden Retriever,27.3
Boxer,24.7
Bichon Frise,7.4
Dogue de Bordeaux,47.2
Vizsla,22.1
Bulldog,20.9
Weimaraner,33.6
Cocker Spaniel,11.6
Norwegian Elkhound,23.0
Akita,46.5
Great Pyrenees,43.5
Yorkshire Terrier,3.2
Akita,42.4
Italian Greyhound,5.1
Boykin Spaniel,13.4
Cairn Terrier,6.1
German Shepherd Dog,31.8
Irish Setter,28.7
Labrador Retriever,32.1
English Springer Spaniel,19.4
German Shepherd Dog,30.6
Golden Retriever,29.0
Rat Terrier,7.2
Boxer,25.1
Weimaraner,35.0
Italian Greyhound,4.9
Rottweiler,47.9
Labrador Retriever,30.9
Shiba Inu,8.7
Shetland Sheepdog,9.5
Cavalier King Charles Spaniel,7.0
Rottweiler,53.3
Chinese Shar-Pei,25.3
West Highland White Terrier,8.1
Great Dane,74.3
Pekingese,6.4
Shetland Sheepdog,9.9
Saint Bernard,63.8
Pekingese,6.4
Border Collie,15.9
Pembroke Welsh Corgi,13.3
French Bulldog,12.7
Labrador Retriever,30.9
Bouvier des Flandres,37.7
Bullmastiff,49.3
Yorkshire Terrier,3.2
Golden Retriever,29.7
Doberman Pinscher,34.1
German Shepherd Dog,30.8
German Shepherd Dog,32.0
Pomeranian,1.8
Bull Terrier,26.8
Dachshund,9.5
Poodle (Toy),2.3
Dachshund,8.6
German Shorthaired Pointer,27.5
Miniature Pinscher,4.2
Brittany,15.6
Chihuahua,2.7
English Cocker Spaniel,13.8
Flat-Coated Retriever,28.0
Beagle,11.1
Labrador Retriever,30.1
English Cocker Spaniel,13.3
Mastiff,88.1
Labrador Retriever,27.5
Saint Bernard,69.8
Boston Terrier,9.6
Brittany,16.5
Brussels Griffon,4.3
German Wirehaired Pointer,29.3
Bouvier des Flandres,37.4
Yorkshire Terrier,3.2
Labrador Retriever,31.5
Belgian Malinois,31.7
Poodle (Miniature),5.2
Poodle (Toy),2.2
Pekingese,6.4
Pembroke Welsh Corgi,13.5
Labrador Retriever,26.8
Beagle,8.6
Poodle (Miniature),5.4
Lhasa Apso,6.1
Leonberger,56.5
Poodle (Standard),25.7
Vizsla,25.3
Poodle (Miniature),5.3
Bernese Mountain Dog,43.6
Basset Hound,25.0
Chihuahua,2.7
Yorkshire Terrier,3.2
Weimaraner,31.3
Havanese,5.1
Yorkshire Terrier,3.2
Cavalier King Charles Spaniel,7.4
Bull Terrier,27.0
Belgian Malinois,27.8
Rhodesian Ridgeback,35.6
Irish Setter,30.0
Shih Tzu,6.1
Flat-Coated Retriever,28.0
English Springer Spaniel,20.1
Shiba Inu,9.0
Flat-Coated Retriever,28.5
Pug,7.7
Bernese Mountain Dog,41.7
Boston Terrier,10.2
Bernese Mountain Dog,41.2
Tibetan Terrier,12.6
English Cocker Spaniel,12.9
Labrador Retriever,28.9
Australian Shepherd,26.1
Poodle (Miniature),5.4
Labrador Retriever,31.9
German Wirehaired Pointer,26.0
Scottish Terrier,9.0
Dachshund,11.2
Labrador Retriever,30.5
Rottweiler,53.0
English Cocker Spaniel,12.6
Miniature Pinscher,4.2
Chinese Shar-Pei,23.6
Labrador Retriever,32.1
Bulldog,19.5
German Shepherd Dog,34.6
Chesapeake Bay Retriever,30.1
Cairn Terrier,6.0
Labrador Retriever,30.4
Bull Terrier,26.8
Poodle (Standard),29.4
Cocker Spaniel,9.6
Chinese Crested,4.3
Siberian Husky,24.2
Airedale Terrier,25.8
Poodle (Toy),2.3
Bloodhound,44.4
French Bulldog,12.7
Irish Setter,30.7
Bernese Mountain Dog,42.1
Shiba Inu,8.8
Poodle (Miniature),5.7
Beagle,8.9
Newfoundland,58.2
Giant Schnauzer,28.8
Basset Hound,25.3
Rottweiler,48.9
Poodle (Miniature),5.6
Golden Retriever,32.2
German Shorthaired Pointer,24.0
Beagle,12.5
Doberman Pinscher,36.5
Weimaraner,34.6
Bichon Frise,6.3
Miniature Schnauzer,5.9
Poodle (Miniature),5.8
Alaskan Malamute,35.8
Soft Coated Wheaten Terrier,16.9
Akita,45.2
Poodle (Standard),26.3
Pembroke Welsh Corgi,13.2
Border Collie,19.8
English Setter,31.0
Miniature Pinscher,4.0
Labrador Retriever,32.3
French Bulldog,12.7
Dogue de Bordeaux,48.2
Yorkshire Terrier,3.2
Siberian Husky,19.3
Labrador Retriever,26.4
Alaskan Malamute,36.0
Australian Shepherd,23.6
Poodle (Standard),24.1
Old English Sheepdog,39.3
Akita,39.4
Scottish Terrier,9.2
Portuguese Water Dog,22.3
Miniature Schnauzer,7.3
Boykin Spaniel,14.9
Bernese Mountain Dog,37.6
Vizsla,24.8
Poodle (Miniature),6.1
Bulldog,20.4
Dachshund,10.1
Vizsla,22.4
Weimaraner,29.9
Shetland Sheepdog,10.5
Yorkshire Terrier,3.2
German Shepherd Dog,30.4
Pomeranian,2.5
Dalmatian,23.1
Shih Tzu,6.0
Poodle (Standard),26.9
Australian Cattle Dog,19.9
Leonberger,58.9
Flat-Coated Retriever,27.7
Bernese Mountain Dog,49.1
Rottweiler,42.9
Labrador Retriever,31.4
Bernese Mountain Dog,43.9
Boxer,22.3
Whippet,15.2
Siberian Husky,25.6
Havanese,4.2
Airedale Terrier,27.7
Shih Tzu,6.3
Australian Cattle Dog,18.8
Labrador Retriever,31.1
Flat-Coated Retriever,29.9
Labrador Retriever,31.8
Bulldog,20.3
Newfoundland,54.4
Rottweiler,46.6
Belgian Malinois,22.7
Pug,7.0
Havanese,3.9
Keeshond,17.6
Wirehaired Pointing Griffon,25.5
Norwegian Elkhound,24.0
German Shorthaired Pointer,23.9
Bouvier des Flandres,43.6
Poodle (Standard),26.3
Maltese,3.2
Lhasa Apso,6.8
Pembroke Welsh Corgi,13.1
Australian Shepherd,24.0
Boxer,19.0
Bull Terrier,26.4
Labrador Retriever,29.4
Labrador Retriever,30.5
Papillon,3.7
Boykin Spaniel,13.8
Miniature Schnauzer,6.6
Rottweiler,47.3
Miniature Pinscher,4.1
Cardigan Welsh Corgi,14.6
Lhasa Apso,6.7
Labrador Retriever,31.4
Poodle (Standard),24.8
Golden Retriever,30.4
Vizsla,21.5
Shetland Sheepdog,11.1
Chihuahua,2.7
Brussels Griffon,4.1
Standard Schnauzer,15.5
Bernese Mountain Dog,44.0
Shetland Sheepdog,9.6
Old English Sheepdog,34.5
Shih Tzu,5.8
Shetland Sheepdog,8.6
Akita,43.7
Coton de Tulear,5.6
Nova Scotia Duck Tolling Retriever,18.8
Beagle,10.2
Golden Retriever,29.7
Miniature Schnauzer,7.1
Australian Shepherd,24.6
English Cocker Spaniel,12.8
Doberman Pinscher,31.1
Great Pyrenees,41.0
Labrador Retriever,27.3
Siberian Husky,22.5
German Shepherd Dog,32.9
Siberian Husky,22.5
Russell Terrier,5.1
Saint Bernard,66.2
Australian Shepherd,24.4
Cocker Spaniel,12.1
Doberman Pinscher,37.4
Cardigan Welsh Corgi,14.1
Boston Terrier,8.4
Scottish Terrier,9.2
Pomeranian,2.0
German Wirehaired Pointer,28.1
Labrador Retriever,31.7
Maltese,3.2
Flat-Coated Retriever,28.4
German Shorthaired Pointer,27.9
German Shepherd Dog,32.6
Wirehaired Pointing Griffon,21.1
Lagotto Romagnolo,13.6
Labrador Retriever,31.8
English Setter,30.6
Labrador Retriever,26.4
Labrador Retriever,31.2
Labrador Retriever,28.7
German Shepherd Dog,28.9
English Cocker Spaniel,13.8
Cavalier King Charles Spaniel,7.3
Giant Schnauzer,31.7
Akita,53.8
Dogue de Bordeaux,46.9
English Springer Spaniel,19.9
Anatolian Shepherd Dog,48.0
French Bulldog,12.7
Cairn Terrier,6.1
Labrador Retriever,32.2
Miniature Pinscher,4.1
Cairn Terrier,6.2
Coton de Tulear,4.7
German Shorthaired Pointer,24.6
Golden Retriever,30.1
Rottweiler,46.3
Beagle,10.3
Siberian Husky,18.2
French Bulldog,12.7
Chihuahua,2.7
Boston Terrier,8.8
Havanese,4.4
Siberian Husky,23.6
Italian Greyhound,5.0
Bulldog,19.9
Chow Chow,30.6
German Shorthaired Pointer,25.2
Golden Retriever,27.5
Rottweiler,50.6
French Bulldog,12.7
Australian Cattle Dog,20.8
Golden Retriever,30.8
Golden Retriever,27.7
Pomeranian,1.9
Bullmastiff,52.0
Boxer,17.4
Poodle (Toy),2.2
Poodle (Standard),27.1
Yorkshire Terrier,3.2
Bullmastiff,49.3
Dalmatian,27.4
Lagotto Romagnolo,13.5
Yorkshire Terrier,3.2
Siberian Husky,19.6
Nova Scotia Duck Tolling Retriever,21.5
Siberian Husky,18.7
Great Dane,62.1
Nova Scotia Duck Tolling Retriever,19.8
Keeshond,17.4
Yorkshire Terrier,3.2
Flat-Coated Retriever,28.8
Airedale Terrier,26.9
Dachshund,9.8
Border Collie,18.8
Portuguese Water Dog,17.3
Chinese Shar-Pei,23.7
Weimaraner,32.9
Poodle (Toy),2.2
American Staffordshire Terrier,23.8
Cocker Spaniel,11.7
Shetland Sheepdog,7.6
Soft Coated Wheaten Terrier,15.7
Irish Setter,30.4
Bichon Frise,6.9
Lagotto Romagnolo,14.7
American Staffordshire Terrier,21.2
German Wirehaired Pointer,27.0
Akita,49.1
Nova Scotia Duck Tolling Retriever,20.0
Bullmastiff,51.4
Havanese,5.4
Poodle (Toy),2.3
Border Terrier,6.1
Keeshond,18.3
Labrador Retriever,27.1
Greater Swiss Mountain Dog,41.2
Pekingese,6.4
Staffordshire Bull Terrier,13.0
Maltese,3.2
Whippet,14.3
American Staffordshire Terrier,23.5
Miniature Pinscher,4.2
Bull Terrier,27.8
Border Terrier,6.4
Golden Retriever,32.1
Golden Retriever,28.7
Bernese Mountain Dog,44.6
Portuguese Water Dog,18.4
Bulldog,19.9
Irish Setter,28.7
Bulldog,21.0
Dachshund,9.6
Boston Terrier,7.6
French Bulldog,12.7
Australian Shepherd,25.4
Poodle (Standard),25.1
Brittany,15.5
English Setter,34.2
Cavalier King Charles Spaniel,6.7
Poodle (Toy),2.4
Chinese Crested,4.7
Havanese,4.3
Rhodesian Ridgeback,33.7
Great Dane,58.3
Chow Chow,24.1
Pembroke Welsh Corgi,13.3
French Bulldog,12.7
German Shorthaired Pointer,29.2
Miniature Schnauzer,6.9
Irish Wolfhound,53.0
Doberman Pinscher,30.7
Havanese,4.2
Collie,24.5
Miniature American Shepherd,15.6
Dachshund,11.3
Cocker Spaniel,10.0
Bernese Mountain Dog,43.3
Belgian Malinois,29.9
Irish Wolfhound,48.7
Siberian Husky,21.2
Vizsla,25.0
Labrador Retriever,28.9
Shetland Sheepdog,8.5
Pembroke Welsh Corgi,13.0
Boxer,14.0
German Shepherd Dog,31.7
French Bulldog,12.7
Dachshund,10.2
Shetland Sheepdog,8.8
Yorkshire Terrier,3.2
Pembroke Welsh Corgi,13.3
Poodle (Miniature),4.6
German Shepherd Dog,32.5
Akita,44.7
Chinese Shar-Pei,21.5
Beagle,10.7
Vizsla,21.9
Belgian Malinois,28.1
Australian Cattle Dog,18.7
Rottweiler,53.3
Irish Wolfhound,49.1
Yorkshire Terrier,3.2
Irish Wolfhound,51.6
Rat Terrier,8.4
Cairn Terrier,6.2
Samoyed,24.5
Chihuahua,2.7
Poodle (Standard),24.3
Boston Terrier,9.6
German Shepherd Dog,30.1
Belgian Malinois,25.9
Great Pyrenees,42.1
Rhodesian Ridgeback,35.3
Australian Shepherd,23.5
Golden Retriever,26.7
Cocker Spaniel,11.3
Pomeranian,1.8
Miniature Schnauzer,8.1
Bichon Frise,6.8
Brittany,15.8
Bulldog,19.1
Australian Shepherd,20.2
Airedale Terrier,26.6
Poodle (Standard),27.5
Bernese Mountain Dog,43.5
English Setter,25.7
Staffordshire Bull Terrier,15.6
Brittany,17.1
Vizsla,23.0
Rottweiler,50.0
Poodle (Miniature),5.5
German Shepherd Dog,33.1
Bulldog,20.1
German Shorthaired Pointer,26.4
Airedale Terrier,26.6
Collie,28.4
Portuguese Water Dog,20.7
English Cocker Spaniel,14.2
Golden Retriever,28.9
Pekingese,6.4
Miniature Schnauzer,6.3
Labrador Retriever,29.7
Miniature Schnauzer,6.5
Cavalier King Charles Spaniel,6.6
Border Collie,17.9
Labrador Retriever,29.0
Bouvier des Flandres,34.7
German Shepherd Dog,31.3
Leonberger,65.8
Papillon,3.8
Bichon Frise,6.9
Labrador Retriever,30.1
English Cocker Spaniel,14.8
Poodle (Miniature),5.8
Maltese,3.2
Shih Tzu,5.9
Labrador Retriever,29.5
Vizsla,22.5
Russell Terrier,5.9
Bulldog,20.0
German Shorthaired Pointer,27.8
French Bulldog,12.7
Labrador Retriever,31.2
German Shepherd Dog,34.0
Standard Schnauzer,17.6
Keeshond,17.8
Doberman Pinscher,35.3
Irish Setter,29.3
English Cocker Spaniel,14.3
Nova Scotia Duck Tolling Retriever,18.8
Standard Schnauzer,17.2
Shetland Sheepdog,8.7
Cardigan Welsh Corgi,15.6
Boston Terrier,7.4
Cavalier King Charles Spaniel,7.3
Italian Greyhound,5.2
French Bulldog,12.7
Bullmastiff,52.7
Mastiff,83.4
Boxer,24.5
German Shepherd Dog,33.1
Old English Sheepdog,31.4
Havanese,4.8
Saint Bernard,65.3
Airedale Terrier,30.2
Great Dane,58.0
Akita,50.4
Pekingese,6.4
German Shepherd Dog,31.2
Great Dane,53.7
Cocker Spaniel,11.4
Yorkshire Terrier,3.2
Brussels Griffon,4.0
Collie,32.6
Rottweiler,50.1
Whippet,14.7
Russell Terrier,5.8
Labrador Retriever,31.7
Labrador Retriever,29.9
Shih Tzu,5.9
Lhasa Apso,6.7
Airedale Terrier,26.2
English Cocker Spaniel,13.6
Poodle (Standard),25.6
Lagotto Romagnolo,12.2
Staffordshire Bull Terrier,15.5
Weimaraner,31.0
Australian Cattle Dog,18.3
Giant Schnauzer,33.5
Beagle,6.3
Poodle (Miniature),5.5
German Wirehaired Pointer,26.9
Old English Sheepdog,36.2
Poodle (Standard),27.7
Chesapeake Bay Retriever,30.0
Dachshund,6.8
Pomeranian,2.1
French Bulldog,12.7
Nova Scotia Duck Tolling Retriever,18.8
Mastiff,58.4
Lhasa Apso,7.1
Poodle (Miniature),5.0
Poodle (Miniature),5.6
Yorkshire Terrier,3.2
Staffordshire Bull Terrier,12.7
Pembroke Welsh Corgi,13.2
Bernese Mountain Dog,47.1
German Wirehaired Pointer,28.5
Pomeranian,2.4
Nova Scotia Duck Tolling Retriever,19.9
Italian Greyhound,4.7
French Bulldog,12.7
Poodle (Toy),2.5
Wirehaired Pointing Griffon,25.7
Dogue de Bordeaux,48.1
Bullmastiff,54.4
Pug,7.2
Newfoundland,51.7
Weimaraner,31.1
Leonberger,68.2
Great Dane,65.5
Labrador Retriever,30.5
Yorkshire Terrier,3.2
Bloodhound,41.1
Australian Shepherd,23.8
Rottweiler,46.2
Bouvier des Flandres,39.6
Siberian Husky,20.0
Australian Cattle Dog,19.1
Bulldog,19.6
Maltese,3.2
Australian Shepherd,22.8
Soft Coated Wheaten Terrier,15.1
Great Dane,67.7
Golden Retriever,26.6
Havanese,4.5
Greater Swiss Mountain Dog,47.5
German Shepherd Dog,32.7
Akita,46.3
Pomeranian,2.5
Rat Terrier,7.3
German Shepherd Dog,32.3
Labrador Retriever,32.0
Belgian Malinois,29.2
Poodle (Standard),21.9
Poodle (Standard),19.2
Miniature American Shepherd,12.2
Bernese Mountain Dog,42.9
Miniature Pinscher,4.1
German Shorthaired Pointer,27.0
Chow Chow,26.2
Brussels Griffon,4.0
Saint Bernard,64.0
Bullmastiff,53.2
Rat Terrier,7.3
Yorkshire Terrier,3.2
Belgian Malinois,29.7
Australian Shepherd,23.6
Irish Wolfhound,49.6
Labrador Retriever,30.7
Labrador Retriever,29.6
Keeshond,17.6
Coton de Tulear,6.0
Bullmastiff,52.3
Golden Retriever,28.5
Italian Greyhound,5.1
Alaskan Malamute,36.2
Saint Bernard,71.1
Old English Sheepdog,34.1
Bulldog,20.2
Rottweiler,53.1
Bernese Mountain Dog,45.6
Dachshund,8.9
Labrador Retriever,30.6
Rottweiler,47.5
Keeshond,17.8
Chesapeake Bay Retriever,27.9
Golden Retriever,29.5
Dogue de Bordeaux,47.6
Cairn Terrier,6.1
Bouvier des Flandres,37.8
Bullmastiff,53.4
Russell Terrier,5.1
Great Dane,67.7
Irish Setter,30.0
Bouvier des Flandres,36.3
Weimaraner,30.8
Labrador Retriever,27.5
Dachshund,9.0
Flat-Coated Retriever,28.5
Samoyed,25.4
Labrador Retriever,31.6
Golden Retriever,28.0
Cocker Spaniel,11.4
English Springer Spaniel,19.7
Weimaraner,36.4
Bernese Mountain Dog,41.7
Anatolian Shepherd Dog,48.5
Boxer,19.8
Cavalier King Charles Spaniel,6.4
English Springer Spaniel,20.4
Bulldog,20.4
German Shepherd Dog,34.2
Bulldog,20.6
Boykin Spaniel,13.7
Border Collie,20.2
Cardigan Welsh Corgi,16.0
Cavalier King Charles Spaniel,8.0
Chinese Crested,4.9
Wirehaired Pointing Griffon,22.6
Shiba Inu,9.6
Great Pyrenees,42.8
Labrador Retriever,32.1
Bernese Mountain Dog,45.0
Chesapeake Bay Retriever,33.1
Basenji,10.2
Anatolian Shepherd Dog,51.0
Beagle,10.6
Saint Bernard,71.4
Mastiff,86.4
Shetland Sheepdog,9.5
Chinese Crested,5.0
Pomeranian,2.5
Nova Scotia Duck Tolling Retriever,18.4
German Shepherd Dog,32.4
Dogue de Bordeaux,46.6
Lagotto Romagnolo,13.1
Irish Setter,29.4
Poodle (Miniature),5.8
Rhodesian Ridgeback,34.1
Mastiff,66.9
Leonberger,62.0
Boston Terrier,6.7
Havanese,4.0
Boxer,11.9
Boxer,26.3
Boston Terrier,8.9
Old English Sheepdog,40.8
Cavalier King Charles Spaniel,6.7
Weimaraner,37.1
Golden Retriever,29.0
Bull Terrier,25.6
Maltese,3.2
French Bulldog,12.7
German Shorthaired Pointer,26.1
Scottish Terrier,9.2
Rottweiler,40.1
Beagle,9.8
Weimaraner,29.4
Miniature Pinscher,4.0
German Wirehaired Pointer,26.9
Bulldog,19.1
Labrador Retriever,28.7
Bulldog,21.0
Saint Bernard,67.0
Miniature American Shepherd,14.1
Labrador Retriever,33.5
Lhasa Apso,6.9
Pug,7.5
Doberman Pinscher,33.5
Dalmatian,23.1
Cardigan Welsh Corgi,14.1
Miniature American Shepherd,11.6
Mastiff,91.5
Labrador Retriever,30.8
Labrador Retriever,31.4
Flat-Coated Retriever,29.1
Labrador Retriever,30.9
Labrador Retriever,33.0
Pembroke Welsh Corgi,13.4
Australian Shepherd,25.4
Newfoundland,52.8
Golden Retriever,29.3
Boxer,29.0
French Bulldog,12.7
Akita,39.6
Pomeranian,2.1
Bulldog,19.9
Cocker Spaniel,11.0
Irish Wolfhound,48.9
Cocker Spaniel,12.1
German Shepherd Dog,33.1
Pekingese,6.4
Cairn Terrier,6.0
Shih Tzu,5.7
Labrador Retriever,31.9
Australian Shepherd,27.4
Brussels Griffon,4.2
Papillon,3.2
Brussels Griffon,3.9
Rottweiler,45.6
Cavalier King Charles Spaniel,7.2
Australian Shepherd,24.0
German Wirehaired Pointer,27.6
Bulldog,20.8
Golden Retriever,30.7
Yorkshire Terrier,3.2
American Staffordshire Terrier,21.8
Bloodhound,43.2
Pembroke Welsh Corgi,13.3
Labrador Retriever,34.6
Golden Retriever,28.9
French Bulldog,12.7
Doberman Pinscher,34.4
Chinese Crested,4.2
Boykin Spaniel,13.4
Labrador Retriever,29.5
French Bulldog,12.7
Pomeranian,2.4
Great Pyrenees,41.6
French Bulldog,12.7
Poodle (Miniature),6.0
Flat-Coated Retriever,30.2
Whippet,12.1
Beagle,10.1
German Shepherd Dog,38.5
Boston Terrier,6.0
Miniature American Shepherd,12.5
French Bulldog,12.7
Pembroke Welsh Corgi,13.1
Brittany,16.6
Soft Coated Wheaten Terrier,13.9
Shih Tzu,5.7
Rat Terrier,6.9
Great Pyrenees,41.1
Akita,52.0
German Wirehaired Pointer,26.1
Flat-Coated Retriever,29.1
Bernese Mountain Dog,43.1
Shiba Inu,8.8
French Bulldog,12.7
Coton de Tulear,4.9
Airedale Terrier,29.0
Poodle (Miniature),5.7
Australian Shepherd,22.2
Old English Sheepdog,36.1
Lhasa Apso,6.7
Chow Chow,25.2
Rottweiler,50.7
Pekingese,6.4
Golden Retriever,27.7
Standard Schnauzer,18.2
Cardigan Welsh Corgi,13.3
Greater Swiss Mountain Dog,52.9
Pekingese,6.4
Norwegian Elkhound,23.8
Border Collie,15.7
English Cocker Spaniel,13.5
Great Dane,64.8
Greater Swiss Mountain Dog,50.0
Irish Setter,29.8
Golden Retriever,29.1
Doberman Pinscher,37.6
French Bulldog,12.7
Miniature Pinscher,4.0
Bichon Frise,6.2
Chow Chow,27.1
Saint Bernard,73.8
German Shepherd Dog,33.1
Pembroke Welsh Corgi,13.2
German Shepherd Dog,28.2
Pembroke Welsh Corgi,13.1
Labrador Retriever,35.5
Australian Shepherd,23.9
Giant Schnauzer,30.0
Bichon Frise,6.9
Pomeranian,1.6
German Shepherd Dog,38.8
Basset Hound,23.1
Coton de Tulear,5.8
Staffordshire Bull Terrier,16.6
Shetland Sheepdog,8.4
Poodle (Toy),2.2
Cardigan Welsh Corgi,14.5
Chow Chow,20.4
Akita,44.9
Chihuahua,2.7
French Bulldog,12.7
Basset Hound,24.4
Flat-Coated Retriever,28.7
Irish Setter,30.1
Poodle (Standard),30.1
Border Collie,14.2
Rat Terrier,7.0
Scottish Terrier,8.9
Doberman Pinscher,38.7
Mastiff,83.1
Belgian Malinois,27.2
Cocker Spaniel,12.8
Shetland Sheepdog,9.1
Cavalier King Charles Spaniel,7.3
Poodle (Standard),28.4
Bull Terrier,27.3
Shetland Sheepdog,9.9
Whippet,14.6
Labrador Retriever,31.6
Siberian Husky,24.5
Giant Schnauzer,30.9
Boxer,25.3
Coton de Tulear,5.0
Golden Retriever,31.5
Old English Sheepdog,34.3
Havanese,4.1
Coton de Tulear,4.6
Miniature Pinscher,4.0
Lagotto Romagnolo,13.8
Labrador Retriever,30.0
Saint Bernard,66.0
Yorkshire Terrier,3.2
Pug,7.8
Dalmatian,22.5
Weimaraner,28.2
Golden Retriever,29.6
Boykin Spaniel,12.3
Labrador Retriever,28.5
Poodle (Toy),2.2
Rhodesian Ridgeback,34.9
Labrador Retriever,33.2
Anatolian Shepherd Dog,49.4
Beagle,10.1
Golden Retriever,32.8
Miniature Pinscher,4.2
Pomeranian,2.4
Soft Coated Wheaten Terrier,15.0
Labrador Retriever,30.9
Brussels Griffon,3.9
Miniature Schnauzer,7.6
Newfoundland,56.8
Basset Hound,23.9
Rottweiler,50.3
Golden Retriever,28.8
Labrador Retriever,29.9
Poodle (Standard),30.2
Weimaraner,28.9
German Shorthaired Pointer,24.0
Labrador Retriever,29.7
Scottish Terrier,9.0
Dogue de Bordeaux,47.5
Dalmatian,24.4
Yorkshire Terrier,3.2
